budget,position,needle,condition,preserved,added_chars,candidate_count,selected_candidates
20,352,req-0352,oracle,True,9,1,req-0352
20,266,req-0266,user_only,False,0,0,
20,266,req-0266,naive,True,177,18,req-0235 req-0095 req-0274 req-0104 req-0174 req-0352 req-0255 req-0319 test_checkout_consistency FAILED req-0266 req-0090 req-0252 req-0208 req-0432 req-0223 req-0163 req-0220
20,266,req-0266,bridge,True,69,6,req-0266 FAILED test_checkout_consistency req-0220 req-0163 req-0223
20,266,req-0266,oracle,True,9,1,req-0266
20,66,req-0066,user_only,False,0,0,
20,66,req-0066,naive,True,177,18,req-0449 req-0137 req-0090 req-0312 req-0375 req-0109 req-0322 req-0150 test_checkout_consistency FAILED req-0066 req-0448 req-0229 req-0230 req-0423 req-0381 req-0126 req-0171
20,66,req-0066,bridge,True,69,6,req-0066 FAILED test_checkout_consistency req-0171 req-0126 req-0381
20,66,req-0066,oracle,True,9,1,req-0066
20,65,req-0065,user_only,False,0,0,
20,65,req-0065,naive,True,177,18,req-0103 req-0125 req-0182 req-0152 req-0139 req-0359 req-0129 req-0440 test_checkout_consistency FAILED req-0065 req-0439 req-0386 req-0089 req-0141 req-0446 req-0372 req-0303
20,65,req-0065,bridge,True,69,6,req-0065 FAILED test_checkout_consistency req-0303 req-0372 req-0446
20,65,req-0065,oracle,True,9,1,req-0065
20,97,req-0097,user_only,False,0,0,
20,97,req-0097,naive,True,177,18,req-0288 req-0437 req-0339 req-0440 req-0347 req-0280 req-0399 req-0340 test_checkout_consistency FAILED req-0097 req-0380 req-0376 req-0370 req-0216 req-0372 req-0212 req-0128
20,97,req-0097,bridge,True,69,6,req-0097 FAILED test_checkout_consistency req-0128 req-0212 req-0372
20,97,req-0097,oracle,True,9,1,req-0097
20,161,req-0161,user_only,False,0,0,
20,161,req-0161,naive,True,177,18,req-0276 req-0084 req-0291 req-0277 req-0374 req-0206 req-0191 req-0353 test_checkout_consistency FAILED req-0161 req-0078 req-0231 req-0310 req-0087 req-0209 req-0287 req-0282
20,161,req-0161,bridge,True,69,6,req-0161 FAILED test_checkout_consistency req-0282 req-0287 req-0209
20,161,req-0161,oracle,True,9,1,req-0161
20,169,req-0169,user_only,False,0,0,
20,169,req-0169,naive,True,177,18,req-0069 req-0079 req-0239 req-0197 req-0089 req-0381 req-0096 req-0365 test_checkout_consistency FAILED req-0169 req-0355 req-0310 req-0247 req-0287 req-0348 req-0334 req-0429
20,169,req-0169,bridge,True,69,6,req-0169 FAILED test_checkout_consistency req-0429 req-0334 req-0348
20,169,req-0169,oracle,True,9,1,req-0169
20,308,req-0308,user_only,False,0,0,
20,308,req-0308,naive,True,177,18,req-0071 req-0280 req-0343 req-0384 req-0146 req-0214 req-0360 req-0293 test_checkout_consistency FAILED req-0308 req-0306 req-0127 req-0081 req-0102 req-0225 req-0416 req-0093
20,308,req-0308,bridge,True,69,6,req-0308 FAILED test_checkout_consistency req-0093 req-0416 req-0225
20,308,req-0308,oracle,True,9,1,req-0308
20,358,req-0358,user_only,False,0,0,
20,358,req-0358,naive,True,177,18,req-0308 req-0381 req-0138 req-0070 req-0176 req-0413 req-0274 req-0318 test_checkout_consistency FAILED req-0358 req-0317 req-0363 req-0131 req-0236 req-0240 req-0194 req-0248
20,358,req-0358,bridge,True,69,6,req-0358 FAILED test_checkout_consistency req-0248 req-0194 req-0240
20,358,req-0358,oracle,True,9,1,req-0358
20,63,req-0063,user_only,False,0,0,
20,63,req-0063,naive,True,177,18,req-0260 req-0447 req-0224 req-0398 req-0357 req-0077 req-0374 req-0382 test_checkout_consistency FAILED req-0063 req-0222 req-0084 req-0219 req-0099 req-0336 req-0248 req-0196
20,63,req-0063,bridge,True,69,6,req-0063 FAILED test_checkout_consistency req-0196 req-0248 req-0336
20,63,req-0063,oracle,True,9,1,req-0063
20,337,req-0337,user_only,False,0,0,
20,337,req-0337,naive,True,177,18,req-0179 req-0421 req-0387 req-0359 req-0126 req-0220 req-0091 req-0349 test_checkout_consistency FAILED req-0337 req-0390 req-0122 req-0229 req-0208 req-0386 req-0408 req-0250
20,337,req-0337,bridge,True,69,6,req-0337 FAILED test_checkout_consistency req-0250 req-0408 req-0386
20,337,req-0337,oracle,True,9,1,req-0337
20,151,req-0151,user_only,False,0,0,
20,151,req-0151,naive,True,177,18,req-0116 req-0355 req-0413 req-0093 req-0209 req-0337 req-0243 req-0380 test_checkout_consistency FAILED req-0151 req-0219 req-0115 req-0394 req-0410 req-0429 req-0401 req-0320
20,151,req-0151,bridge,True,69,6,req-0151 FAILED test_checkout_consistency req-0320 req-0401 req-0429
20,151,req-0151,oracle,True,9,1,req-0151
20,416,req-0416,user_only,False,0,0,
20,416,req-0416,naive,True,177,18,req-0097 req-0380 req-0393 req-0266 req-0310 req-0235 req-0059 req-0208 test_checkout_consistency FAILED req-0416 req-0142 req-0159 req-0224 req-0443 req-0298 req-0148 req-0165
20,416,req-0416,bridge,True,69,6,req-0416 FAILED test_checkout_consistency req-0165 req-0148 req-0298
20,416,req-0416,oracle,True,9,1,req-0416
20,382,req-0382,user_only,False,0,0,
20,382,req-0382,naive,True,177,18,req-0120 req-0129 req-0089 req-0201 req-0101 req-0309 req-0445 req-0326 test_checkout_consistency FAILED req-0382 req-0429 req-0319 req-0069 req-0389 req-0222 req-0443 req-0366
20,382,req-0382,bridge,True,69,6,req-0382 FAILED test_checkout_consistency req-0366 req-0443 req-0222
20,382,req-0382,oracle,True,9,1,req-0382
20,409,req-0409,user_only,False,0,0,
20,409,req-0409,naive,True,177,18,req-0117 req-0355 req-0242 req-0128 req-0133 req-0142 req-0404 req-0445 test_checkout_consistency FAILED req-0409 req-0369 req-0134 req-0420 req-0274 req-0072 req-0260 req-0236
20,409,req-0409,bridge,True,69,6,req-0409 FAILED test_checkout_consistency req-0236 req-0260 req-0072
20,409,req-0409,oracle,True,9,1,req-0409
20,438,req-0438,user_only,False,0,0,
20,438,req-0438,naive,True,177,18,req-0396 req-0418 req-0171 req-0277 req-0362 req-0195 req-0435 req-0433 test_checkout_consistency FAILED req-0438 req-0279 req-0169 req-0323 req-0172 req-0208 req-0290 req-0149
20,438,req-0438,bridge,True,69,6,req-0438 FAILED test_checkout_consistency req-0149 req-0290 req-0208
20,438,req-0438,oracle,True,9,1,req-0438
20,264,req-0264,user_only,False,0,0,
20,264,req-0264,naive,True,177,18,req-0238 req-0398 req-0343 req-0276 req-0287 req-0444 req-0194 req-0449 test_checkout_consistency FAILED req-0264 req-0245 req-0308 req-0321 req-0265 req-0132 req-0152 req-0360
20,264,req-0264,bridge,True,69,6,req-0264 FAILED test_checkout_consistency req-0360 req-0152 req-0132
20,264,req-0264,oracle,True,9,1,req-0264
20,162,req-0162,user_only,False,0,0,
20,162,req-0162,naive,True,177,18,req-0120 req-0179 req-0076 req-0379 req-0297 req-0241 req-0334 req-0102 test_checkout_consistency FAILED req-0162 req-0415 req-0315 req-0113 req-0196 req-0092 req-0441 req-0132
20,162,req-0162,bridge,True,69,6,req-0162 FAILED test_checkout_consistency req-0132 req-0441 req-0092
20,162,req-0162,oracle,True,9,1,req-0162
20,279,req-0279,user_only,False,0,0,
20,279,req-0279,naive,True,177,18,req-0189 req-0281 req-0313 req-0125 req-0273 req-0096 req-0163 req-0228 test_checkout_consistency FAILED req-0279 req-0063 req-0262 req-0077 req-0252 req-0308 req-0241 req-0170
20,279,req-0279,bridge,True,69,6,req-0279 FAILED test_checkout_consistency req-0170 req-0241 req-0308
20,279,req-0279,oracle,True,9,1,req-0279
20,351,req-0351,user_only,False,0,0,
20,351,req-0351,naive,True,177,18,req-0247 req-0091 req-0241 req-0164 req-0064 req-0213 req-0100 req-0416 test_checkout_consistency FAILED req-0351 req-0383 req-0221 req-0124 req-0120 req-0069 req-0196 req-0291
20,351,req-0351,bridge,True,69,6,req-0351 FAILED test_checkout_consistency req-0291 req-0196 req-0069
20,351,req-0351,oracle,True,9,1,req-0351
20,192,req-0192,user_only,False,0,0,
20,192,req-0192,naive,True,177,18,req-0407 req-0121 req-0439 req-0412 req-0291 req-0280 req-0366 req-0052 test_checkout_consistency FAILED req-0192 req-0090 req-0059 req-0181 req-0160 req-0126 req-0331 req-0423
20,192,req-0192,bridge,True,69,6,req-0192 FAILED test_checkout_consistency req-0423 req-0331 req-0126
20,192,req-0192,oracle,True,9,1,req-0192
20,53,req-0053,user_only,False,0,0,
20,53,req-0053,naive,True,177,18,req-0362 req-0321 req-0267 req-0107 req-0448 req-0198 req-0172 req-0205 test_checkout_consistency FAILED req-0053 req-0113 req-0075 req-0173 req-0265 req-0378 req-0369 req-0285
20,53,req-0053,bridge,True,69,6,req-0053 FAILED test_checkout_consistency req-0285 req-0369 req-0378
20,53,req-0053,oracle,True,9,1,req-0053
20,131,req-0131,user_only,False,0,0,
20,131,req-0131,naive,True,177,18,req-0082 req-0106 req-0306 req-0356 req-0325 req-0058 req-0374 req-0314 test_checkout_consistency FAILED req-0131 req-0345 req-0174 req-0418 req-0123 req-0200 req-0270 req-0050
20,131,req-0131,bridge,True,69,6,req-0131 FAILED test_checkout_consistency req-0050 req-0270 req-0200
20,131,req-0131,oracle,True,9,1,req-0131
20,407,req-0407,user_only,False,0,0,
20,407,req-0407,naive,True,177,18,req-0364 req-0230 req-0173 req-0342 req-0263 req-0145 req-0390 req-0392 test_checkout_consistency FAILED req-0407 req-0093 req-0318 req-0234 req-0084 req-0319 req-0328 req-0309
20,407,req-0407,bridge,True,69,6,req-0407 FAILED test_checkout_consistency req-0309 req-0328 req-0319
20,407,req-0407,oracle,True,9,1,req-0407
20,435,req-0435,user_only,False,0,0,
20,435,req-0435,naive,True,177,18,req-0309 req-0333 req-0060 req-0249 req-0290 req-0072 req-0375 req-0248 test_checkout_consistency FAILED req-0435 req-0241 req-0179 req-0432 req-0058 req-0232 req-0084 req-0226
20,435,req-0435,bridge,True,69,6,req-0435 FAILED test_checkout_consistency req-0226 req-0084 req-0232
20,435,req-0435,oracle,True,9,1,req-0435
20,224,req-0224,user_only,False,0,0,
20,224,req-0224,naive,True,177,18,req-0173 req-0426 req-0387 req-0372 req-0103 req-0446 req-0348 req-0427 test_checkout_consistency FAILED req-0224 req-0438 req-0220 req-0118 req-0072 req-0231 req-0330 req-0223
20,224,req-0224,bridge,True,69,6,req-0224 FAILED test_checkout_consistency req-0223 req-0330 req-0231
20,224,req-0224,oracle,True,9,1,req-0224
20,424,req-0424,user_only,False,0,0,
20,424,req-0424,naive,True,177,18,req-0379 req-0139 req-0449 req-0400 req-0287 req-0406 req-0295 req-0373 test_checkout_consistency FAILED req-0424 req-0143 req-0119 req-0082 req-0416 req-0448 req-0284 req-0068
20,424,req-0424,bridge,True,69,6,req-0424 FAILED test_checkout_consistency req-0068 req-0284 req-0448
20,424,req-0424,oracle,True,9,1,req-0424
20,129,req-0129,user_only,False,0,0,
20,129,req-0129,naive,True,177,18,req-0201 req-0154 req-0072 req-0153 req-0071 req-0212 req-0209 req-0314 test_checkout_consistency FAILED req-0129 req-0254 req-0329 req-0293 req-0180 req-0068 req-0436 req-0382
20,129,req-0129,bridge,True,69,6,req-0129 FAILED test_checkout_consistency req-0382 req-0436 req-0068
20,129,req-0129,oracle,True,9,1,req-0129
20,160,req-0160,user_only,False,0,0,
20,160,req-0160,naive,True,177,18,req-0147 req-0197 req-0233 req-0450 req-0074 req-0386 req-0220 req-0190 test_checkout_consistency FAILED req-0160 req-0113 req-0239 req-0274 req-0255 req-0431 req-0276 req-0248
20,160,req-0160,bridge,True,69,6,req-0160 FAILED test_checkout_consistency req-0248 req-0276 req-0431
20,160,req-0160,oracle,True,9,1,req-0160
20,222,req-0222,user_only,False,0,0,
20,222,req-0222,naive,True,177,18,req-0224 req-0145 req-0305 req-0405 req-0239 req-0316 req-0186 req-0092 test_checkout_consistency FAILED req-0222 req-0423 req-0268 req-0090 req-0271 req-0359 req-0142 req-0330
20,222,req-0222,bridge,True,69,6,req-0222 FAILED test_checkout_consistency req-0330 req-0142 req-0359
20,222,req-0222,oracle,True,9,1,req-0222
20,441,req-0441,user_only,False,0,0,
20,441,req-0441,naive,True,177,18,req-0200 req-0214 req-0102 req-0090 req-0217 req-0388 req-0201 req-0206 test_checkout_consistency FAILED req-0441 req-0278 req-0358 req-0417 req-0268 req-0135 req-0403 req-0277
20,441,req-0441,bridge,True,69,6,req-0441 FAILED test_checkout_consistency req-0277 req-0403 req-0135
20,441,req-0441,oracle,True,9,1,req-0441
20,432,req-0432,user_only,False,0,0,
20,432,req-0432,naive,True,177,18,req-0229 req-0278 req-0071 req-0422 req-0230 req-0364 req-0272 req-0190 test_checkout_consistency FAILED req-0432 req-0377 req-0079 req-0088 req-0393 req-0376 req-0257 req-0236
20,432,req-0432,bridge,True,69,6,req-0432 FAILED test_checkout_consistency req-0236 req-0257 req-0376
20,432,req-0432,oracle,True,9,1,req-0432
20,244,req-0244,user_only,False,0,0,
20,244,req-0244,naive,True,177,18,req-0313 req-0434 req-0398 req-0131 req-0065 req-0123 req-0362 req-0275 test_checkout_consistency FAILED req-0244 req-0067 req-0114 req-0084 req-0170 req-0449 req-0381 req-0237
20,244,req-0244,bridge,True,69,6,req-0244 FAILED test_checkout_consistency req-0237 req-0381 req-0449
20,244,req-0244,oracle,True,9,1,req-0244
20,99,req-0099,user_only,False,0,0,
20,99,req-0099,naive,True,177,18,req-0236 req-0247 req-0341 req-0066 req-0360 req-0129 req-0398 req-0281 test_checkout_consistency FAILED req-0099 req-0240 req-0241 req-0278 req-0441 req-0089 req-0344 req-0121
20,99,req-0099,bridge,True,69,6,req-0099 FAILED test_checkout_consistency req-0121 req-0344 req-0089
20,99,req-0099,oracle,True,9,1,req-0099
20,233,req-0233,user_only,False,0,0,
20,233,req-0233,naive,True,177,18,req-0322 req-0238 req-0254 req-0210 req-0383 req-0192 req-0177 req-0108 test_checkout_consistency FAILED req-0233 req-0063 req-0427 req-0145 req-0306 req-0316 req-0249 req-0338
20,233,req-0233,bridge,True,69,6,req-0233 FAILED test_checkout_consistency req-0338 req-0249 req-0316
20,233,req-0233,oracle,True,9,1,req-0233
20,226,req-0226,user_only,False,0,0,
20,226,req-0226,naive,True,177,18,req-0110 req-0184 req-0447 req-0183 req-0411 req-0279 req-0159 req-0364 test_checkout_consistency FAILED req-0226 req-0196 req-0406 req-0302 req-0152 req-0112 req-0119 req-0087
20,226,req-0226,bridge,True,69,6,req-0226 FAILED test_checkout_consistency req-0087 req-0119 req-0112
20,226,req-0226,oracle,True,9,1,req-0226
20,359,req-0359,user_only,False,0,0,
20,359,req-0359,naive,True,177,18,req-0281 req-0138 req-0416 req-0277 req-0094 req-0400 req-0213 req-0392 test_checkout_consistency FAILED req-0359 req-0227 req-0414 req-0083 req-0331 req-0327 req-0198 req-0203
20,359,req-0359,bridge,True,69,6,req-0359 FAILED test_checkout_consistency req-0203 req-0198 req-0327
20,359,req-0359,oracle,True,9,1,req-0359
20,185,req-0185,user_only,False,0,0,
20,185,req-0185,naive,True,177,18,req-0130 req-0415 req-0414 req-0409 req-0377 req-0139 req-0236 req-0311 test_checkout_consistency FAILED req-0185 req-0164 req-0112 req-0152 req-0121 req-0171 req-0303 req-0063
20,185,req-0185,bridge,True,69,6,req-0185 FAILED test_checkout_consistency req-0063 req-0303 req-0171
20,185,req-0185,oracle,True,9,1,req-0185
20,72,req-0072,user_only,False,0,0,
20,72,req-0072,naive,True,177,18,req-0235 req-0334 req-0344 req-0239 req-0290 req-0333 req-0117 req-0364 test_checkout_consistency FAILED req-0072 req-0095 req-0084 req-0209 req-0254 req-0418 req-0419 req-0296
20,72,req-0072,bridge,True,69,6,req-0072 FAILED test_checkout_consistency req-0296 req-0419 req-0418
20,72,req-0072,oracle,True,9,1,req-0072
20,285,req-0285,user_only,False,0,0,
20,285,req-0285,naive,True,177,18,req-0320 req-0260 req-0444 req-0259 req-0345 req-0087 req-0114 req-0212 test_checkout_consistency FAILED req-0285 req-0379 req-0280 req-0289 req-0399 req-0315 req-0226 req-0115
20,285,req-0285,bridge,True,69,6,req-0285 FAILED test_checkout_consistency req-0115 req-0226 req-0315
20,285,req-0285,oracle,True,9,1,req-0285
20,324,req-0324,user_only,False,0,0,
20,324,req-0324,naive,True,177,18,req-0450 req-0333 req-0378 req-0351 req-0143 req-0444 req-0116 req-0271 test_checkout_consistency FAILED req-0324 req-0307 req-0078 req-0113 req-0315 req-0128 req-0205 req-0134
20,324,req-0324,bridge,True,69,6,req-0324 FAILED test_checkout_consistency req-0134 req-0205 req-0128
20,324,req-0324,oracle,True,9,1,req-0324
20,113,req-0113,user_only,False,0,0,
20,113,req-0113,naive,True,177,18,req-0133 req-0216 req-0414 req-0166 req-0228 req-0316 req-0196 req-0090 test_checkout_consistency FAILED req-0113 req-0179 req-0151 req-0376 req-0333 req-0191 req-0115 req-0371
20,113,req-0113,bridge,True,69,6,req-0113 FAILED test_checkout_consistency req-0371 req-0115 req-0191
20,113,req-0113,oracle,True,9,1,req-0113
20,243,req-0243,user_only,False,0,0,
20,243,req-0243,naive,True,177,18,req-0205 req-0365 req-0324 req-0097 req-0308 req-0379 req-0136 req-0354 test_checkout_consistency FAILED req-0243 req-0348 req-0128 req-0137 req-0388 req-0370 req-0419 req-0360
20,243,req-0243,bridge,True,69,6,req-0243 FAILED test_checkout_consistency req-0360 req-0419 req-0370
20,243,req-0243,oracle,True,9,1,req-0243
20,90,req-0090,user_only,False,0,0,
20,90,req-0090,naive,True,177,18,req-0223 req-0339 req-0071 req-0064 req-0092 req-0073 req-0379 req-0445 test_checkout_consistency FAILED req-0090 req-0346 req-0186 req-0384 req-0158 req-0443 req-0343 req-0264
20,90,req-0090,bridge,True,69,6,req-0090 FAILED test_checkout_consistency req-0264 req-0343 req-0443
20,90,req-0090,oracle,True,9,1,req-0090
20,332,req-0332,user_only,False,0,0,
20,332,req-0332,naive,True,177,18,req-0367 req-0378 req-0065 req-0304 req-0372 req-0329 req-0198 req-0379 test_checkout_consistency FAILED req-0332 req-0204 req-0297 req-0175 req-0401 req-0257 req-0202 req-0282
20,332,req-0332,bridge,True,69,6,req-0332 FAILED test_checkout_consistency req-0282 req-0202 req-0257
20,332,req-0332,oracle,True,9,1,req-0332
20,200,req-0200,user_only,False,0,0,
20,200,req-0200,naive,True,177,18,req-0087 req-0403 req-0080 req-0130 req-0276 req-0263 req-0298 req-0288 test_checkout_consistency FAILED req-0200 req-0154 req-0225 req-0361 req-0123 req-0211 req-0418 req-0214
20,200,req-0200,bridge,True,69,6,req-0200 FAILED test_checkout_consistency req-0214 req-0418 req-0211
20,200,req-0200,oracle,True,9,1,req-0200
20,371,req-0371,user_only,False,0,0,
20,371,req-0371,naive,True,177,18,req-0426 req-0226 req-0254 req-0116 req-0440 req-0239 req-0313 req-0337 test_checkout_consistency FAILED req-0371 req-0104 req-0213 req-0173 req-0288 req-0112 req-0186 req-0280
20,371,req-0371,bridge,True,69,6,req-0371 FAILED test_checkout_consistency req-0280 req-0186 req-0112
20,371,req-0371,oracle,True,9,1,req-0371
20,366,req-0366,user_only,False,0,0,
20,366,req-0366,naive,True,177,18,req-0176 req-0122 req-0099 req-0075 req-0198 req-0246 req-0365 req-0264 test_checkout_consistency FAILED req-0366 req-0177 req-0131 req-0217 req-0345 req-0420 req-0210 req-0147
20,366,req-0366,bridge,True,69,6,req-0366 FAILED test_checkout_consistency req-0147 req-0210 req-0420
20,366,req-0366,oracle,True,9,1,req-0366
20,235,req-0235,user_only,False,0,0,
20,235,req-0235,naive,True,177,18,req-0441 req-0131 req-0306 req-0314 req-0290 req-0207 req-0305 req-0061 test_checkout_consistency FAILED req-0235 req-0096 req-0252 req-0309 req-0285 req-0173 req-0160 req-0349
20,235,req-0235,bridge,True,69,6,req-0235 FAILED test_checkout_consistency req-0349 req-0160 req-0173
20,235,req-0235,oracle,True,9,1,req-0235
20,345,req-0345,user_only,False,0,0,
20,345,req-0345,naive,True,177,18,req-0230 req-0074 req-0075 req-0194 req-0303 req-0356 req-0385 req-0395 test_checkout_consistency FAILED req-0345 req-0290 req-0196 req-0324 req-0054 req-0105 req-0270 req-0118
20,345,req-0345,bridge,True,69,6,req-0345 FAILED test_checkout_consistency req-0118 req-0270 req-0105
20,345,req-0345,oracle,True,9,1,req-0345
20,148,req-0148,user_only,False,0,0,
20,148,req-0148,naive,True,177,18,req-0186 req-0423 req-0238 req-0442 req-0257 req-0073 req-0256 req-0076 test_checkout_consistency FAILED req-0148 req-0342 req-0338 req-0150 req-0236 req-0334 req-0198 req-0087
20,148,req-0148,bridge,True,69,6,req-0148 FAILED test_checkout_consistency req-0087 req-0198 req-0334
20,148,req-0148,oracle,True,9,1,req-0148
20,85,req-0085,user_only,False,0,0,
20,85,req-0085,naive,True,177,18,req-0248 req-0309 req-0281 req-0442 req-0332 req-0194 req-0370 req-0399 test_checkout_consistency FAILED req-0085 req-0363 req-0111 req-0116 req-0100 req-0252 req-0242 req-0224
20,85,req-0085,bridge,True,69,6,req-0085 FAILED test_checkout_consistency req-0224 req-0242 req-0252
20,85,req-0085,oracle,True,9,1,req-0085
20,73,req-0073,user_only,False,0,0,
20,73,req-0073,naive,True,177,18,req-0336 req-0238 req-0437 req-0124 req-0152 req-0359 req-0311 req-0256 test_checkout_consistency FAILED req-0073 req-0307 req-0070 req-0074 req-0069 req-0121 req-0416 req-0221
20,73,req-0073,bridge,True,69,6,req-0073 FAILED test_checkout_consistency req-0221 req-0416 req-0121
20,73,req-0073,oracle,True,9,1,req-0073
20,166,req-0166,user_only,False,0,0,
20,166,req-0166,naive,True,177,18,req-0293 req-0316 req-0284 req-0126 req-0361 req-0314 req-0121 req-0218 test_checkout_consistency FAILED req-0166 req-0364 req-0214 req-0133 req-0252 req-0366 req-0429 req-0204
20,166,req-0166,bridge,True,69,6,req-0166 FAILED test_checkout_consistency req-0204 req-0429 req-0366
20,166,req-0166,oracle,True,9,1,req-0166
20,198,req-0198,user_only,False,0,0,
20,198,req-0198,naive,True,177,18,req-0354 req-0223 req-0310 req-0311 req-0323 req-0301 req-0413 req-0339 test_checkout_consistency FAILED req-0198 req-0204 req-0294 req-0058 req-0239 req-0220 req-0395 req-0106
20,198,req-0198,bridge,True,69,6,req-0198 FAILED test_checkout_consistency req-0106 req-0395 req-0220
20,198,req-0198,oracle,True,9,1,req-0198
20,393,req-0393,user_only,False,0,0,
20,393,req-0393,naive,True,177,18,req-0263 req-0348 req-0207 req-0422 req-0403 req-0372 req-0063 req-0355 test_checkout_consistency FAILED req-0393 req-0292 req-0185 req-0385 req-0448 req-0346 req-0345 req-0166
20,393,req-0393,bridge,True,69,6,req-0393 FAILED test_checkout_consistency req-0166 req-0345 req-0346
20,393,req-0393,oracle,True,9,1,req-0393
20,430,req-0430,user_only,False,0,0,
20,430,req-0430,naive,True,177,18,req-0419 req-0076 req-0348 req-0295 req-0137 req-0318 req-0372 req-0367 test_checkout_consistency FAILED req-0430 req-0447 req-0244 req-0125 req-0398 req-0174 req-0066 req-0343
20,430,req-0430,bridge,True,69,6,req-0430 FAILED test_checkout_consistency req-0343 req-0066 req-0174
20,430,req-0430,oracle,True,9,1,req-0430
20,101,req-0101,user_only,False,0,0,
20,101,req-0101,naive,True,177,18,req-0409 req-0107 req-0148 req-0059 req-0276 req-0211 req-0265 req-0128 test_checkout_consistency FAILED req-0101 req-0262 req-0404 req-0155 req-0261 req-0307 req-0447 req-0364
20,101,req-0101,bridge,True,69,6,req-0101 FAILED test_checkout_consistency req-0364 req-0447 req-0307
20,101,req-0101,oracle,True,9,1,req-0101
20,404,req-0404,user_only,False,0,0,
20,404,req-0404,naive,True,177,18,req-0291 req-0427 req-0423 req-0081 req-0412 req-0120 req-0315 req-0156 test_checkout_consistency FAILED req-0404 req-0337 req-0216 req-0389 req-0294 req-0319 req-0242 req-0210
20,404,req-0404,bridge,True,69,6,req-0404 FAILED test_checkout_consistency req-0210 req-0242 req-0319
20,404,req-0404,oracle,True,9,1,req-0404
20,410,req-0410,user_only,False,0,0,
20,410,req-0410,naive,True,177,18,req-0138 req-0285 req-0322 req-0225 req-0329 req-0231 req-0396 req-0446 test_checkout_consistency FAILED req-0410 req-0420 req-0398 req-0379 req-0404 req-0185 req-0362 req-0297
20,410,req-0410,bridge,True,69,6,req-0410 FAILED test_checkout_consistency req-0297 req-0362 req-0185
20,410,req-0410,oracle,True,9,1,req-0410
20,282,req-0282,user_only,False,0,0,
20,282,req-0282,naive,True,177,18,req-0148 req-0176 req-0192 req-0336 req-0202 req-0165 req-0445 req-0197 test_checkout_consistency FAILED req-0282 req-0411 req-0156 req-0404 req-0301 req-0212 req-0296 req-0228
20,282,req-0282,bridge,True,69,6,req-0282 FAILED test_checkout_consistency req-0228 req-0296 req-0212
20,282,req-0282,oracle,True,9,1,req-0282
20,375,req-0375,user_only,False,0,0,
20,375,req-0375,naive,True,177,18,req-0336 req-0420 req-0190 req-0197 req-0112 req-0343 req-0397 req-0328 test_checkout_consistency FAILED req-0375 req-0244 req-0252 req-0226 req-0446 req-0124 req-0198 req-0071
20,375,req-0375,bridge,True,69,6,req-0375 FAILED test_checkout_consistency req-0071 req-0198 req-0124
20,375,req-0375,oracle,True,9,1,req-0375
20,236,req-0236,user_only,False,0,0,
20,236,req-0236,naive,True,177,18,req-0197 req-0416 req-0090 req-0227 req-0277 req-0386 req-0181 req-0433 test_checkout_consistency FAILED req-0236 req-0296 req-0159 req-0153 req-0326 req-0188 req-0338 req-0407
20,236,req-0236,bridge,True,69,6,req-0236 FAILED test_checkout_consistency req-0407 req-0338 req-0188
20,236,req-0236,oracle,True,9,1,req-0236
20,133,req-0133,user_only,False,0,0,
20,133,req-0133,naive,True,177,18,req-0190 req-0120 req-0105 req-0366 req-0430 req-0351 req-0173 req-0175 test_checkout_consistency FAILED req-0133 req-0075 req-0393 req-0322 req-0166 req-0377 req-0170 req-0076
20,133,req-0133,bridge,True,69,6,req-0133 FAILED test_checkout_consistency req-0076 req-0170 req-0377
20,133,req-0133,oracle,True,9,1,req-0133
20,239,req-0239,user_only,False,0,0,
20,239,req-0239,naive,True,177,18,req-0101 req-0262 req-0219 req-0418 req-0292 req-0399 req-0445 req-0120 test_checkout_consistency FAILED req-0239 req-0052 req-0332 req-0130 req-0259 req-0385 req-0294 req-0295
20,239,req-0239,bridge,True,69,6,req-0239 FAILED test_checkout_consistency req-0295 req-0294 req-0385
20,239,req-0239,oracle,True,9,1,req-0239
20,231,req-0231,user_only,False,0,0,
20,231,req-0231,naive,True,177,18,req-0384 req-0152 req-0438 req-0197 req-0214 req-0196 req-0381 req-0080 test_checkout_consistency FAILED req-0231 req-0444 req-0095 req-0344 req-0168 req-0324 req-0429 req-0421
20,231,req-0231,bridge,True,69,6,req-0231 FAILED test_checkout_consistency req-0421 req-0429 req-0324
20,231,req-0231,oracle,True,9,1,req-0231
20,157,req-0157,user_only,False,0,0,
20,157,req-0157,naive,True,177,18,req-0069 req-0139 req-0264 req-0140 req-0068 req-0254 req-0304 req-0145 test_checkout_consistency FAILED req-0157 req-0434 req-0199 req-0054 req-0203 req-0341 req-0359 req-0104
20,157,req-0157,bridge,True,69,6,req-0157 FAILED test_checkout_consistency req-0104 req-0359 req-0341
20,157,req-0157,oracle,True,9,1,req-0157
20,186,req-0186,user_only,False,0,0,
20,186,req-0186,naive,True,177,18,req-0222 req-0196 req-0283 req-0379 req-0329 req-0319 req-0303 req-0118 test_checkout_consistency FAILED req-0186 req-0309 req-0290 req-0190 req-0148 req-0107 req-0220 req-0133
20,186,req-0186,bridge,True,69,6,req-0186 FAILED test_checkout_consistency req-0133 req-0220 req-0107
20,186,req-0186,oracle,True,9,1,req-0186
20,86,req-0086,user_only,False,0,0,
