category,budget,position,needle,condition,preserved,needle_selected,candidate_count,added_chars,selected_candidates
exception,30,164,Service0164Error,user_only,False,False,0,0,
exception,30,164,Service0164Error,naive,True,True,21,357,Service0083Error Service0072Error Service0326Error Service0091Error Service0322Error Service0097Error Service0323Error Service0381Error Service0301Error Service0119Error Service0164Error Service0122Error Service0123Error Service0256Error Service0232Error Service0207Error Service0150Error Service0392Error Service0183Error Service0378Error Service0442Error
exception,30,164,Service0164Error,v1,True,True,6,102,Service0164Error Service0150Error Service0442Error Service0378Error Service0183Error Service0392Error
exception,30,164,Service0164Error,v2,True,True,6,102,Service0164Error Service0150Error Service0097Error Service0442Error Service0378Error Service0183Error
exception,30,164,Service0164Error,oracle,True,True,1,17,Service0164Error
exception,30,357,Service0357Error,user_only,False,False,0,0,
exception,30,357,Service0357Error,naive,True,True,21,357,Service0082Error Service0421Error Service0170Error Service0401Error Service0340Error Service0389Error Service0159Error Service0271Error Service0232Error Service0238Error Service0357Error Service0266Error Service0366Error Service0438Error Service0203Error Service0147Error Service0243Error Service0235Error Service0322Error Service0369Error Service0362Error
exception,30,357,Service0357Error,v1,True,True,6,102,Service0357Error Service0243Error Service0362Error Service0369Error Service0322Error Service0235Error
exception,30,357,Service0357Error,v2,True,True,6,102,Service0357Error Service0243Error Service0389Error Service0362Error Service0369Error Service0322Error
exception,30,357,Service0357Error,oracle,True,True,1,17,Service0357Error
exception,30,368,Service0368Error,user_only,False,False,0,0,
exception,30,368,Service0368Error,naive,True,True,21,357,Service0433Error Service0113Error Service0182Error Service0162Error Service0196Error Service0247Error Service0104Error Service0398Error Service0152Error Service0051Error Service0368Error Service0359Error Service0246Error Service0151Error Service0258Error Service0130Error Service0294Error Service0406Error Service0296Error Service0057Error Service0066Error
exception,30,368,Service0368Error,v1,True,True,6,102,Service0368Error Service0294Error Service0066Error Service0057Error Service0296Error Service0406Error
exception,30,368,Service0368Error,v2,True,True,6,102,Service0368Error Service0294Error Service0247Error Service0066Error Service0057Error Service0296Error
exception,30,368,Service0368Error,oracle,True,True,1,17,Service0368Error
exception,30,334,Service0334Error,user_only,False,False,0,0,
exception,30,334,Service0334Error,naive,True,True,21,357,Service0414Error Service0341Error Service0113Error Service0278Error Service0142Error Service0352Error Service0251Error Service0096Error Service0304Error Service0335Error Service0334Error Service0099Error Service0277Error Service0234Error Service0351Error Service0432Error Service0397Error Service0227Error Service0430Error Service0420Error Service0320Error
exception,30,334,Service0334Error,v1,True,True,6,102,Service0334Error Service0397Error Service0320Error Service0420Error Service0430Error Service0227Error
exception,30,334,Service0334Error,v2,True,True,6,102,Service0334Error Service0397Error Service0352Error Service0320Error Service0420Error Service0430Error
exception,30,334,Service0334Error,oracle,True,True,1,17,Service0334Error
exception,30,265,Service0265Error,user_only,False,False,0,0,
exception,30,265,Service0265Error,naive,True,True,21,357,Service0263Error Service0077Error Service0278Error Service0056Error Service0188Error Service0200Error Service0326Error Service0103Error Service0435Error Service0430Error Service0265Error Service0207Error Service0357Error Service0395Error Service0361Error Service0057Error Service0331Error Service0176Error Service0223Error Service0140Error Service0114Error
exception,30,265,Service0265Error,v1,True,True,6,102,Service0265Error Service0331Error Service0114Error Service0140Error Service0223Error Service0176Error
exception,30,265,Service0265Error,v2,True,True,6,102,Service0265Error Service0331Error Service0200Error Service0114Error Service0140Error Service0223Error
exception,30,265,Service0265Error,oracle,True,True,1,17,Service0265Error
exception,30,343,Service0343Error,user_only,False,False,0,0,
exception,30,343,Service0343Error,naive,True,True,21,357,Service0444Error Service0235Error Service0142Error Service0412Error Service0397Error Service0246Error Service0241Error Service0160Error Service0267Error Service0370Error Service0343Error Service0229Error Service0406Error Service0178Error Service0075Error Service0112Error Service0448Error Service0281Error Service0083Error Service0053Error Service0339Error
exception,30,343,Service0343Error,v1,True,True,6,102,Service0343Error Service0448Error Service0339Error Service0053Error Service0083Error Service0281Error
exception,30,343,Service0343Error,v2,True,True,6,102,Service0343Error Service0448Error Service0246Error Service0339Error Service0053Error Service0083Error
exception,30,343,Service0343Error,oracle,True,True,1,17,Service0343Error
exception,30,330,Service0330Error,user_only,False,False,0,0,
exception,30,330,Service0330Error,naive,True,True,21,357,Service0398Error Service0230Error Service0408Error Service0136Error Service0349Error Service0216Error Service0361Error Service0107Error Service0409Error Service0185Error Service0330Error Service0385Error Service0124Error Service0437Error Service0219Error Service0447Error Service0085Error Service0382Error Service0080Error Service0233Error Service0342Error
exception,30,330,Service0330Error,v1,True,True,6,102,Service0330Error Service0085Error Service0342Error Service0233Error Service0080Error Service0382Error
exception,30,330,Service0330Error,v2,True,True,6,102,Service0330Error Service0085Error Service0216Error Service0342Error Service0233Error Service0080Error
exception,30,330,Service0330Error,oracle,True,True,1,17,Service0330Error
exception,30,424,Service0424Error,user_only,False,False,0,0,
exception,30,424,Service0424Error,naive,True,True,21,357,Service0282Error Service0350Error Service0327Error Service0081Error Service0410Error Service0188Error Service0151Error Service0158Error Service0368Error Service0288Error Service0424Error Service0278Error Service0182Error Service0411Error Service0171Error Service0143Error Service0363Error Service0312Error Service0442Error Service0325Error Service0205Error
exception,30,424,Service0424Error,v1,True,True,6,102,Service0424Error Service0363Error Service0205Error Service0325Error Service0442Error Service0312Error
exception,30,424,Service0424Error,v2,True,True,6,102,Service0424Error Service0363Error Service0188Error Service0205Error Service0325Error Service0442Error
exception,30,424,Service0424Error,oracle,True,True,1,17,Service0424Error
exception,30,447,Service0447Error,user_only,False,False,0,0,
exception,30,447,Service0447Error,naive,True,True,21,357,Service0294Error Service0437Error Service0133Error Service0145Error Service0052Error Service0379Error Service0150Error Service0254Error Service0125Error Service0305Error Service0447Error Service0186Error Service0399Error Service0448Error Service0075Error Service0274Error Service0434Error Service0162Error Service0309Error Service0405Error Service0269Error
exception,30,447,Service0447Error,v1,True,True,6,102,Service0447Error Service0434Error Service0269Error Service0405Error Service0309Error Service0162Error
exception,30,447,Service0447Error,v2,True,True,6,102,Service0447Error Service0434Error Service0379Error Service0269Error Service0405Error Service0309Error
exception,30,447,Service0447Error,oracle,True,True,1,17,Service0447Error
exception,30,443,Service0443Error,user_only,False,False,0,0,
exception,30,443,Service0443Error,naive,True,True,21,357,Service0399Error Service0420Error Service0253Error Service0171Error Service0189Error Service0426Error Service0267Error Service0137Error Service0199Error Service0064Error Service0443Error Service0103Error Service0315Error Service0257Error Service0302Error Service0095Error Service0340Error Service0057Error Service0058Error Service0105Error Service0259Error
exception,30,443,Service0443Error,v1,True,True,6,102,Service0443Error Service0340Error Service0259Error Service0105Error Service0058Error Service0057Error
exception,30,443,Service0443Error,v2,True,True,6,102,Service0443Error Service0340Error Service0426Error Service0259Error Service0105Error Service0058Error
exception,30,443,Service0443Error,oracle,True,True,1,17,Service0443Error
exception,30,301,Service0301Error,user_only,False,False,0,0,
exception,30,301,Service0301Error,naive,True,True,21,357,Service0283Error Service0380Error Service0418Error Service0122Error Service0094Error Service0325Error Service0448Error Service0241Error Service0438Error Service0134Error Service0301Error Service0144Error Service0110Error Service0166Error Service0247Error Service0306Error Service0428Error Service0262Error Service0235Error Service0109Error Service0323Error
exception,30,301,Service0301Error,v1,True,True,6,102,Service0301Error Service0428Error Service0323Error Service0109Error Service0235Error Service0262Error
exception,30,301,Service0301Error,v2,True,True,6,102,Service0301Error Service0428Error Service0325Error Service0323Error Service0109Error Service0235Error
exception,30,301,Service0301Error,oracle,True,True,1,17,Service0301Error
exception,30,434,Service0434Error,user_only,False,False,0,0,
exception,30,434,Service0434Error,naive,True,True,21,357,Service0210Error Service0310Error Service0067Error Service0448Error Service0336Error Service0435Error Service0220Error Service0189Error Service0053Error Service0181Error Service0434Error Service0329Error Service0430Error Service0237Error Service0058Error Service0366Error Service0083Error Service0195Error Service0196Error Service0384Error Service0391Error
exception,30,434,Service0434Error,v1,True,True,6,102,Service0434Error Service0083Error Service0391Error Service0384Error Service0196Error Service0195Error
exception,30,434,Service0434Error,v2,True,True,6,102,Service0434Error Service0083Error Service0435Error Service0391Error Service0384Error Service0196Error
exception,30,434,Service0434Error,oracle,True,True,1,17,Service0434Error
exception,30,445,Service0445Error,user_only,False,False,0,0,
exception,30,445,Service0445Error,naive,True,True,21,357,Service0198Error Service0337Error Service0060Error Service0132Error Service0058Error Service0404Error Service0061Error Service0319Error Service0269Error Service0126Error Service0445Error Service0448Error Service0074Error Service0120Error Service0173Error Service0194Error Service0444Error Service0129Error Service0186Error Service0125Error Service0262Error
exception,30,445,Service0445Error,v1,True,True,6,102,Service0445Error Service0444Error Service0262Error Service0125Error Service0186Error Service0129Error
exception,30,445,Service0445Error,v2,True,True,6,102,Service0445Error Service0444Error Service0404Error Service0262Error Service0125Error Service0186Error
exception,30,445,Service0445Error,oracle,True,True,1,17,Service0445Error
exception,30,350,Service0350Error,user_only,False,False,0,0,
exception,30,350,Service0350Error,naive,True,True,21,357,Service0340Error Service0162Error Service0074Error Service0404Error Service0090Error Service0059Error Service0144Error Service0222Error Service0279Error Service0224Error Service0350Error Service0349Error Service0331Error Service0384Error Service0389Error Service0371Error Service0412Error Service0307Error Service0214Error Service0426Error Service0311Error
exception,30,350,Service0350Error,v1,True,True,6,102,Service0350Error Service0412Error Service0311Error Service0426Error Service0214Error Service0307Error
exception,30,350,Service0350Error,v2,True,True,6,102,Service0350Error Service0412Error Service0059Error Service0311Error Service0426Error Service0214Error
exception,30,350,Service0350Error,oracle,True,True,1,17,Service0350Error
exception,30,275,Service0275Error,user_only,False,False,0,0,
exception,30,275,Service0275Error,naive,True,True,21,357,Service0293Error Service0297Error Service0094Error Service0305Error Service0278Error Service0114Error Service0093Error Service0082Error Service0052Error Service0227Error Service0275Error Service0157Error Service0352Error Service0050Error Service0355Error Service0444Error Service0167Error Service0061Error Service0096Error Service0354Error Service0385Error
exception,30,275,Service0275Error,v1,True,True,6,102,Service0275Error Service0167Error Service0385Error Service0354Error Service0096Error Service0061Error
exception,30,275,Service0275Error,v2,True,True,6,102,Service0275Error Service0167Error Service0114Error Service0385Error Service0354Error Service0096Error
exception,30,275,Service0275Error,oracle,True,True,1,17,Service0275Error
exception,30,172,Service0172Error,user_only,False,False,0,0,
exception,30,172,Service0172Error,naive,True,True,21,357,Service0164Error Service0071Error Service0207Error Service0065Error Service0290Error Service0374Error Service0168Error Service0161Error Service0272Error Service0074Error Service0172Error Service0096Error Service0415Error Service0160Error Service0402Error Service0370Error Service0403Error Service0119Error Service0242Error Service0163Error Service0432Error
exception,30,172,Service0172Error,v1,True,True,6,102,Service0172Error Service0403Error Service0432Error Service0163Error Service0242Error Service0119Error
exception,30,172,Service0172Error,v2,True,True,6,102,Service0172Error Service0403Error Service0374Error Service0432Error Service0163Error Service0242Error
exception,30,172,Service0172Error,oracle,True,True,1,17,Service0172Error
exception,30,51,Service0051Error,user_only,False,False,0,0,
exception,30,51,Service0051Error,naive,True,True,21,357,Service0388Error Service0363Error Service0240Error Service0361Error Service0294Error Service0283Error Service0162Error Service0176Error Service0391Error Service0335Error Service0051Error Service0248Error Service0245Error Service0108Error Service0292Error Service0312Error Service0290Error Service0266Error Service0426Error Service0394Error Service0062Error
exception,30,51,Service0051Error,v1,True,True,6,102,Service0051Error Service0290Error Service0062Error Service0394Error Service0426Error Service0266Error
exception,30,51,Service0051Error,v2,True,True,6,102,Service0051Error Service0290Error Service0283Error Service0062Error Service0394Error Service0426Error
exception,30,51,Service0051Error,oracle,True,True,1,17,Service0051Error
exception,30,364,Service0364Error,user_only,False,False,0,0,
exception,30,364,Service0364Error,naive,True,True,21,357,Service0180Error Service0329Error Service0247Error Service0214Error Service0115Error Service0095Error Service0242Error Service0212Error Service0070Error Service0405Error Service0364Error Service0052Error Service0264Error Service0316Error Service0421Error Service0209Error Service0148Error Service0302Error Service0228Error Service0087Error Service0190Error
exception,30,364,Service0364Error,v1,True,True,6,102,Service0364Error Service0148Error Service0190Error Service0087Error Service0228Error Service0302Error
exception,30,364,Service0364Error,v2,True,True,6,102,Service0364Error Service0148Error Service0095Error Service0190Error Service0087Error Service0228Error
exception,30,364,Service0364Error,oracle,True,True,1,17,Service0364Error
exception,30,91,Service0091Error,user_only,False,False,0,0,
exception,30,91,Service0091Error,naive,True,True,21,357,Service0342Error Service0232Error Service0442Error Service0338Error Service0122Error Service0114Error Service0138Error Service0446Error Service0367Error Service0262Error Service0091Error Service0369Error Service0119Error Service0313Error Service0249Error Service0439Error Service0394Error Service0148Error Service0242Error Service0089Error Service0327Error
exception,30,91,Service0091Error,v1,True,True,6,102,Service0091Error Service0394Error Service0327Error Service0089Error Service0242Error Service0148Error
exception,30,91,Service0091Error,v2,True,True,6,102,Service0091Error Service0394Error Service0114Error Service0327Error Service0089Error Service0242Error
exception,30,91,Service0091Error,oracle,True,True,1,17,Service0091Error
exception,30,106,Service0106Error,user_only,False,False,0,0,
exception,30,106,Service0106Error,naive,True,True,21,357,Service0359Error Service0388Error Service0254Error Service0059Error Service0126Error Service0176Error Service0431Error Service0378Error Service0347Error Service0163Error Service0106Error Service0169Error Service0132Error Service0122Error Service0222Error Service0080Error Service0178Error Service0120Error Service0305Error Service0066Error Service0329Error
exception,30,106,Service0106Error,v1,True,True,6,102,Service0106Error Service0178Error Service0329Error Service0066Error Service0305Error Service0120Error
exception,30,106,Service0106Error,v2,True,True,6,102,Service0106Error Service0178Error Service0176Error Service0329Error Service0066Error Service0305Error
exception,30,106,Service0106Error,oracle,True,True,1,17,Service0106Error
exception,30,197,Service0197Error,user_only,False,False,0,0,
exception,30,197,Service0197Error,naive,True,True,21,357,Service0288Error Service0152Error Service0271Error Service0093Error Service0171Error Service0221Error Service0349Error Service0433Error Service0130Error Service0407Error Service0197Error Service0418Error Service0313Error Service0383Error Service0441Error Service0102Error Service0276Error Service0159Error Service0178Error Service0269Error Service0131Error
exception,30,197,Service0197Error,v1,True,True,6,102,Service0197Error Service0276Error Service0131Error Service0269Error Service0178Error Service0159Error
exception,30,197,Service0197Error,v2,True,True,6,102,Service0197Error Service0276Error Service0221Error Service0131Error Service0269Error Service0178Error
exception,30,197,Service0197Error,oracle,True,True,1,17,Service0197Error
exception,30,100,Service0100Error,user_only,False,False,0,0,
exception,30,100,Service0100Error,naive,True,True,21,357,Service0234Error Service0140Error Service0072Error Service0372Error Service0371Error Service0076Error Service0422Error Service0396Error Service0157Error Service0292Error Service0100Error Service0082Error Service0192Error Service0358Error Service0070Error Service0171Error Service0418Error Service0105Error Service0062Error Service0322Error Service0168Error
exception,30,100,Service0100Error,v1,True,True,6,102,Service0100Error Service0418Error Service0168Error Service0322Error Service0062Error Service0105Error
exception,30,100,Service0100Error,v2,True,True,6,102,Service0100Error Service0418Error Service0076Error Service0168Error Service0322Error Service0062Error
exception,30,100,Service0100Error,oracle,True,True,1,17,Service0100Error
exception,30,280,Service0280Error,user_only,False,False,0,0,
exception,30,280,Service0280Error,naive,True,True,21,357,Service0123Error Service0196Error Service0359Error Service0225Error Service0276Error Service0211Error Service0235Error Service0243Error Service0267Error Service0236Error Service0280Error Service0369Error Service0313Error Service0279Error Service0192Error Service0051Error Service0305Error Service0256Error Service0081Error Service0208Error Service0078Error
exception,30,280,Service0280Error,v1,True,True,6,102,Service0280Error Service0305Error Service0078Error Service0208Error Service0081Error Service0256Error
exception,30,280,Service0280Error,v2,True,True,6,102,Service0280Error Service0305Error Service0211Error Service0078Error Service0208Error Service0081Error
exception,30,280,Service0280Error,oracle,True,True,1,17,Service0280Error
exception,30,55,Service0055Error,user_only,False,False,0,0,
exception,30,55,Service0055Error,naive,True,True,21,357,Service0076Error Service0319Error Service0291Error Service0361Error Service0167Error Service0164Error Service0255Error Service0276Error Service0166Error Service0112Error Service0055Error Service0069Error Service0434Error Service0257Error Service0190Error Service0330Error Service0288Error Service0180Error Service0438Error Service0430Error Service0079Error
exception,30,55,Service0055Error,v1,True,True,6,102,Service0055Error Service0288Error Service0079Error Service0430Error Service0438Error Service0180Error
exception,30,55,Service0055Error,v2,True,True,6,102,Service0055Error Service0288Error Service0164Error Service0079Error Service0430Error Service0438Error
exception,30,55,Service0055Error,oracle,True,True,1,17,Service0055Error
exception,30,400,Service0400Error,user_only,False,False,0,0,
exception,30,400,Service0400Error,naive,True,True,21,357,Service0136Error Service0450Error Service0059Error Service0317Error Service0203Error Service0176Error Service0226Error Service0114Error Service0125Error Service0385Error Service0400Error Service0216Error Service0104Error Service0366Error Service0152Error Service0434Error Service0123Error Service0269Error Service0113Error Service0063Error Service0161Error
exception,30,400,Service0400Error,v1,True,True,6,102,Service0400Error Service0123Error Service0161Error Service0063Error Service0113Error Service0269Error
exception,30,400,Service0400Error,v2,True,True,6,102,Service0400Error Service0123Error Service0176Error Service0161Error Service0063Error Service0113Error
exception,30,400,Service0400Error,oracle,True,True,1,17,Service0400Error
exception,30,397,Service0397Error,user_only,False,False,0,0,
exception,30,397,Service0397Error,naive,True,True,21,357,Service0201Error Service0297Error Service0085Error Service0125Error Service0115Error Service0333Error Service0063Error Service0286Error Service0391Error Service0276Error Service0397Error Service0187Error Service0249Error Service0407Error Service0119Error Service0072Error Service0346Error Service0262Error Service0328Error Service0166Error Service0329Error
exception,30,397,Service0397Error,v1,True,True,6,102,Service0397Error Service0346Error Service0329Error Service0166Error Service0328Error Service0262Error
exception,30,397,Service0397Error,v2,True,True,6,102,Service0397Error Service0346Error Service0333Error Service0329Error Service0166Error Service0328Error
exception,30,397,Service0397Error,oracle,True,True,1,17,Service0397Error
exception,30,210,Service0210Error,user_only,False,False,0,0,
exception,30,210,Service0210Error,naive,True,True,21,357,Service0271Error Service0191Error Service0058Error Service0183Error Service0269Error Service0172Error Service0427Error Service0402Error Service0448Error Service0218Error Service0210Error Service0406Error Service0150Error Service0261Error Service0399Error Service0390Error Service0057Error Service0115Error Service0111Error Service0418Error Service0290Error
exception,30,210,Service0210Error,v1,True,True,6,102,Service0210Error Service0057Error Service0290Error Service0418Error Service0111Error Service0115Error
exception,30,210,Service0210Error,v2,True,True,6,102,Service0210Error Service0057Error Service0172Error Service0290Error Service0418Error Service0111Error
exception,30,210,Service0210Error,oracle,True,True,1,17,Service0210Error
exception,30,157,Service0157Error,user_only,False,False,0,0,
exception,30,157,Service0157Error,naive,True,True,21,357,Service0178Error Service0062Error Service0352Error Service0437Error Service0184Error Service0346Error Service0318Error Service0216Error Service0296Error Service0230Error Service0157Error Service0279Error Service0200Error Service0368Error Service0067Error Service0270Error Service0309Error Service0106Error Service0299Error Service0355Error Service0407Error
exception,30,157,Service0157Error,v1,True,True,6,102,Service0157Error Service0309Error Service0407Error Service0355Error Service0299Error Service0106Error
exception,30,157,Service0157Error,v2,True,True,6,102,Service0157Error Service0309Error Service0346Error Service0407Error Service0355Error Service0299Error
exception,30,157,Service0157Error,oracle,True,True,1,17,Service0157Error
exception,30,253,Service0253Error,user_only,False,False,0,0,
exception,30,253,Service0253Error,naive,True,True,21,357,Service0216Error Service0220Error Service0176Error Service0142Error Service0075Error Service0212Error Service0164Error Service0343Error Service0106Error Service0387Error Service0253Error Service0094Error Service0081Error Service0193Error Service0211Error Service0280Error Service0227Error Service0254Error Service0059Error Service0301Error Service0362Error
exception,30,253,Service0253Error,v1,True,True,6,102,Service0253Error Service0227Error Service0362Error Service0301Error Service0059Error Service0254Error
exception,30,253,Service0253Error,v2,True,True,6,102,Service0253Error Service0227Error Service0212Error Service0362Error Service0301Error Service0059Error
exception,30,253,Service0253Error,oracle,True,True,1,17,Service0253Error
exception,30,178,Service0178Error,user_only,False,False,0,0,
exception,30,178,Service0178Error,naive,True,True,21,357,Service0445Error Service0233Error Service0191Error Service0101Error Service0309Error Service0142Error Service0074Error Service0085Error Service0124Error Service0277Error Service0178Error Service0201Error Service0168Error Service0239Error Service0197Error Service0198Error Service0112Error Service0252Error Service0253Error Service0175Error Service0429Error
exception,30,178,Service0178Error,v1,True,True,6,102,Service0178Error Service0112Error Service0429Error Service0175Error Service0253Error Service0252Error
exception,30,178,Service0178Error,v2,True,True,6,102,Service0178Error Service0112Error Service0142Error Service0429Error Service0175Error Service0253Error
exception,30,178,Service0178Error,oracle,True,True,1,17,Service0178Error
exception,30,228,Service0228Error,user_only,False,False,0,0,
exception,30,228,Service0228Error,naive,True,True,21,357,Service0307Error Service0395Error Service0061Error Service0417Error Service0373Error Service0367Error Service0369Error Service0083Error Service0139Error Service0212Error Service0228Error Service0108Error Service0087Error Service0297Error Service0400Error Service0130Error Service0412Error Service0176Error Service0240Error Service0092Error Service0247Error
exception,30,228,Service0228Error,v1,True,True,6,102,Service0228Error Service0412Error Service0247Error Service0092Error Service0240Error Service0176Error
exception,30,228,Service0228Error,v2,True,True,6,102,Service0228Error Service0412Error Service0367Error Service0247Error Service0092Error Service0240Error
exception,30,228,Service0228Error,oracle,True,True,1,17,Service0228Error
exception,30,232,Service0232Error,user_only,False,False,0,0,
exception,30,232,Service0232Error,naive,True,True,21,357,Service0297Error Service0295Error Service0351Error Service0355Error Service0260Error Service0424Error Service0339Error Service0169Error Service0149Error Service0274Error Service0232Error Service0225Error Service0425Error Service0066Error Service0257Error Service0111Error Service0168Error Service0143Error Service0078Error Service0278Error Service0272Error
exception,30,232,Service0232Error,v1,True,True,6,102,Service0232Error Service0168Error Service0272Error Service0278Error Service0078Error Service0143Error
exception,30,232,Service0232Error,v2,True,True,6,102,Service0232Error Service0168Error Service0424Error Service0272Error Service0278Error Service0078Error
exception,30,232,Service0232Error,oracle,True,True,1,17,Service0232Error
exception,30,242,Service0242Error,user_only,False,False,0,0,
exception,30,242,Service0242Error,naive,True,True,21,357,Service0197Error Service0103Error Service0280Error Service0147Error Service0374Error Service0321Error Service0155Error Service0442Error Service0082Error Service0219Error Service0242Error Service0184Error Service0261Error Service0115Error Service0432Error Service0161Error Service0286Error Service0201Error Service0252Error Service0257Error Service0239Error
exception,30,242,Service0242Error,v1,True,True,6,102,Service0242Error Service0286Error Service0239Error Service0257Error Service0252Error Service0201Error
exception,30,242,Service0242Error,v2,True,True,6,102,Service0242Error Service0286Error Service0321Error Service0239Error Service0257Error Service0252Error
exception,30,242,Service0242Error,oracle,True,True,1,17,Service0242Error
exception,30,431,Service0431Error,user_only,False,False,0,0,
exception,30,431,Service0431Error,naive,True,True,21,357,Service0087Error Service0388Error Service0355Error Service0207Error Service0142Error Service0401Error Service0440Error Service0156Error Service0296Error Service0149Error Service0431Error Service0409Error Service0386Error Service0068Error Service0233Error Service0319Error Service0327Error Service0342Error Service0445Error Service0426Error Service0450Error
exception,30,431,Service0431Error,v1,True,True,6,102,Service0431Error Service0327Error Service0450Error Service0426Error Service0445Error Service0342Error
exception,30,431,Service0431Error,v2,True,True,6,102,Service0431Error Service0327Error Service0401Error Service0450Error Service0426Error Service0445Error
exception,30,431,Service0431Error,oracle,True,True,1,17,Service0431Error
exception,30,376,Service0376Error,user_only,False,False,0,0,
exception,30,376,Service0376Error,naive,True,True,21,357,Service0243Error Service0338Error Service0248Error Service0263Error Service0256Error Service0166Error Service0270Error Service0371Error Service0187Error Service0447Error Service0376Error Service0247Error Service0349Error Service0423Error Service0404Error Service0066Error Service0297Error Service0068Error Service0204Error Service0324Error Service0291Error
exception,30,376,Service0376Error,v1,True,True,6,102,Service0376Error Service0297Error Service0291Error Service0324Error Service0204Error Service0068Error
exception,30,376,Service0376Error,v2,True,True,6,102,Service0376Error Service0297Error Service0166Error Service0291Error Service0324Error Service0204Error
exception,30,376,Service0376Error,oracle,True,True,1,17,Service0376Error
exception,30,89,Service0089Error,user_only,False,False,0,0,
exception,30,89,Service0089Error,naive,True,True,21,357,Service0199Error Service0110Error Service0319Error Service0165Error Service0239Error Service0062Error Service0315Error Service0392Error Service0339Error Service0448Error Service0089Error Service0390Error Service0300Error Service0376Error Service0374Error Service0075Error Service0120Error Service0263Error Service0127Error Service0375Error Service0288Error
exception,30,89,Service0089Error,v1,True,True,6,102,Service0089Error Service0120Error Service0288Error Service0375Error Service0127Error Service0263Error
exception,30,89,Service0089Error,v2,True,True,6,102,Service0089Error Service0120Error Service0062Error Service0288Error Service0375Error Service0127Error
exception,30,89,Service0089Error,oracle,True,True,1,17,Service0089Error
exception,30,420,Service0420Error,user_only,False,False,0,0,
exception,30,420,Service0420Error,naive,True,True,21,357,Service0404Error Service0428Error Service0136Error Service0440Error Service0277Error Service0204Error Service0424Error Service0234Error Service0067Error Service0203Error Service0420Error Service0381Error Service0374Error Service0310Error Service0226Error Service0232Error Service0241Error Service0074Error Service0359Error Service0262Error Service0191Error
exception,30,420,Service0420Error,v1,True,True,6,102,Service0420Error Service0241Error Service0191Error Service0262Error Service0359Error Service0074Error
exception,30,420,Service0420Error,v2,True,True,6,102,Service0420Error Service0241Error Service0204Error Service0191Error Service0262Error Service0359Error
exception,30,420,Service0420Error,oracle,True,True,1,17,Service0420Error
exception,30,224,Service0224Error,user_only,False,False,0,0,
exception,30,224,Service0224Error,naive,True,True,21,357,Service0232Error Service0448Error Service0366Error Service0365Error Service0057Error Service0152Error Service0435Error Service0320Error Service0228Error Service0124Error Service0224Error Service0226Error Service0319Error Service0190Error Service0354Error Service0219Error Service0205Error Service0137Error Service0161Error Service0110Error Service0218Error
exception,30,224,Service0224Error,v1,True,True,6,102,Service0224Error Service0205Error Service0218Error Service0110Error Service0161Error Service0137Error
exception,30,224,Service0224Error,v2,True,True,6,102,Service0224Error Service0205Error Service0152Error Service0218Error Service0110Error Service0161Error
exception,30,224,Service0224Error,oracle,True,True,1,17,Service0224Error
exception,30,95,Service0095Error,user_only,False,False,0,0,
exception,30,95,Service0095Error,naive,True,True,21,357,Service0127Error Service0146Error Service0267Error Service0321Error Service0154Error Service0401Error Service0126Error Service0064Error Service0223Error Service0404Error Service0095Error Service0113Error Service0355Error Service0287Error Service0235Error Service0241Error Service0144Error Service0408Error Service0143Error Service0137Error Service0060Error
exception,30,95,Service0095Error,v1,True,True,6,102,Service0095Error Service0144Error Service0060Error Service0137Error Service0143Error Service0408Error
exception,30,95,Service0095Error,v2,True,True,6,102,Service0095Error Service0144Error Service0401Error Service0060Error Service0137Error Service0143Error
exception,30,95,Service0095Error,oracle,True,True,1,17,Service0095Error
exception,30,335,Service0335Error,user_only,False,False,0,0,
exception,30,335,Service0335Error,naive,True,True,21,357,Service0201Error Service0410Error Service0233Error Service0158Error Service0411Error Service0250Error Service0118Error Service0055Error Service0328Error Service0151Error Service0335Error Service0065Error Service0200Error Service0107Error Service0124Error Service0298Error Service0277Error Service0162Error Service0057Error Service0280Error Service0147Error
exception,30,335,Service0335Error,v1,True,True,6,102,Service0335Error Service0277Error Service0147Error Service0280Error Service0057Error Service0162Error
exception,30,335,Service0335Error,v2,True,True,6,102,Service0335Error Service0277Error Service0250Error Service0147Error Service0280Error Service0057Error
exception,30,335,Service0335Error,oracle,True,True,1,17,Service0335Error
exception,30,325,Service0325Error,user_only,False,False,0,0,
exception,30,325,Service0325Error,naive,True,True,21,357,Service0217Error Service0278Error Service0291Error Service0111Error Service0437Error Service0224Error Service0242Error Service0252Error Service0135Error Service0178Error Service0325Error Service0390Error Service0318Error Service0243Error Service0160Error Service0168Error Service0395Error Service0398Error Service0056Error Service0133Error Service0119Error
exception,30,325,Service0325Error,v1,True,True,6,102,Service0325Error Service0395Error Service0119Error Service0133Error Service0056Error Service0398Error
exception,30,325,Service0325Error,v2,True,True,6,102,Service0325Error Service0395Error Service0224Error Service0119Error Service0133Error Service0056Error
exception,30,325,Service0325Error,oracle,True,True,1,17,Service0325Error
exception,30,199,Service0199Error,user_only,False,False,0,0,
exception,30,199,Service0199Error,naive,True,True,21,357,Service0050Error Service0307Error Service0306Error Service0386Error Service0183Error Service0283Error Service0074Error Service0097Error Service0367Error Service0442Error Service0199Error Service0285Error Service0343Error Service0146Error Service0100Error Service0347Error Service0339Error Service0243Error Service0065Error Service0302Error Service0364Error
