category,budget,position,needle,condition,preserved,needle_selected,candidate_count,selected_candidates
test_name,10,197,test_case_0197,v2,True,True,6,test_case_0197 test_case_0277 test_case_0217 test_case_0401 test_case_0140 test_case_0260
test_name,10,197,test_case_0197,oracle,True,True,1,test_case_0197
test_name,10,401,test_case_0401,user_only,False,False,0,
test_name,10,401,test_case_0401,naive,False,True,21,test_case_0145 test_case_0191 test_case_0439 test_case_0401 test_case_0415 test_case_0116 test_case_0173 test_case_0179 test_case_0125 test_case_0294 test_case_0158 test_case_0275 test_case_0437 test_case_0169 test_case_0446 test_case_0364 test_case_0115 test_case_0060 test_case_0062 test_case_0318 test_case_0068
test_name,10,401,test_case_0401,v1,True,True,6,test_case_0068 test_case_0318 test_case_0062 test_case_0060 test_case_0401 test_case_0115
test_name,10,401,test_case_0401,v2,True,True,6,test_case_0401 test_case_0068 test_case_0318 test_case_0062 test_case_0060 test_case_0115
test_name,10,401,test_case_0401,oracle,True,True,1,test_case_0401
test_name,10,362,test_case_0362,user_only,False,False,0,
test_name,10,362,test_case_0362,naive,False,True,21,test_case_0252 test_case_0128 test_case_0179 test_case_0156 test_case_0091 test_case_0362 test_case_0253 test_case_0092 test_case_0439 test_case_0386 test_case_0278 test_case_0336 test_case_0087 test_case_0154 test_case_0126 test_case_0162 test_case_0254 test_case_0346 test_case_0308 test_case_0265 test_case_0371
test_name,10,362,test_case_0362,v1,True,True,6,test_case_0371 test_case_0265 test_case_0308 test_case_0362 test_case_0346 test_case_0254
test_name,10,362,test_case_0362,v2,True,True,6,test_case_0362 test_case_0371 test_case_0265 test_case_0308 test_case_0346 test_case_0254
test_name,10,362,test_case_0362,oracle,True,True,1,test_case_0362
test_name,10,89,test_case_0089,user_only,False,False,0,
test_name,10,89,test_case_0089,naive,True,True,21,test_case_0424 test_case_0089 test_case_0278 test_case_0264 test_case_0097 test_case_0409 test_case_0249 test_case_0077 test_case_0223 test_case_0194 test_case_0265 test_case_0441 test_case_0348 test_case_0062 test_case_0447 test_case_0320 test_case_0288 test_case_0263 test_case_0233 test_case_0116 test_case_0330
test_name,10,89,test_case_0089,v1,True,True,6,test_case_0330 test_case_0116 test_case_0233 test_case_0263 test_case_0089 test_case_0288
test_name,10,89,test_case_0089,v2,True,True,6,test_case_0089 test_case_0330 test_case_0116 test_case_0233 test_case_0263 test_case_0288
test_name,10,89,test_case_0089,oracle,True,True,1,test_case_0089
test_name,10,377,test_case_0377,user_only,False,False,0,
test_name,10,377,test_case_0377,naive,False,True,21,test_case_0212 test_case_0376 test_case_0359 test_case_0318 test_case_0254 test_case_0258 test_case_0332 test_case_0377 test_case_0384 test_case_0180 test_case_0077 test_case_0065 test_case_0442 test_case_0098 test_case_0076 test_case_0096 test_case_0392 test_case_0061 test_case_0410 test_case_0228 test_case_0237
test_name,10,377,test_case_0377,v1,True,True,6,test_case_0237 test_case_0228 test_case_0410 test_case_0377 test_case_0061 test_case_0392
test_name,10,377,test_case_0377,v2,True,True,6,test_case_0377 test_case_0237 test_case_0228 test_case_0410 test_case_0061 test_case_0392
test_name,10,377,test_case_0377,oracle,True,True,1,test_case_0377
test_name,10,388,test_case_0388,user_only,False,False,0,
test_name,10,388,test_case_0388,naive,False,True,21,test_case_0325 test_case_0254 test_case_0103 test_case_0388 test_case_0174 test_case_0418 test_case_0075 test_case_0129 test_case_0095 test_case_0133 test_case_0222 test_case_0437 test_case_0100 test_case_0320 test_case_0263 test_case_0188 test_case_0151 test_case_0192 test_case_0364 test_case_0324 test_case_0267
test_name,10,388,test_case_0388,v1,True,True,6,test_case_0267 test_case_0324 test_case_0364 test_case_0192 test_case_0388 test_case_0151
test_name,10,388,test_case_0388,v2,True,True,6,test_case_0388 test_case_0267 test_case_0324 test_case_0364 test_case_0192 test_case_0151
test_name,10,388,test_case_0388,oracle,True,True,1,test_case_0388
test_name,10,224,test_case_0224,user_only,False,False,0,
test_name,10,224,test_case_0224,naive,False,True,21,test_case_0073 test_case_0210 test_case_0170 test_case_0266 test_case_0076 test_case_0347 test_case_0346 test_case_0416 test_case_0410 test_case_0174 test_case_0224 test_case_0301 test_case_0436 test_case_0343 test_case_0345 test_case_0236 test_case_0089 test_case_0421 test_case_0162 test_case_0144 test_case_0328
test_name,10,224,test_case_0224,v1,True,True,6,test_case_0328 test_case_0224 test_case_0144 test_case_0162 test_case_0421 test_case_0089
test_name,10,224,test_case_0224,v2,True,True,6,test_case_0224 test_case_0328 test_case_0144 test_case_0162 test_case_0421 test_case_0089
test_name,10,224,test_case_0224,oracle,True,True,1,test_case_0224
test_name,10,204,test_case_0204,user_only,False,False,0,
test_name,10,204,test_case_0204,naive,False,True,21,test_case_0366 test_case_0164 test_case_0109 test_case_0199 test_case_0081 test_case_0051 test_case_0204 test_case_0338 test_case_0310 test_case_0335 test_case_0364 test_case_0247 test_case_0125 test_case_0061 test_case_0279 test_case_0262 test_case_0257 test_case_0264 test_case_0433 test_case_0359 test_case_0065
test_name,10,204,test_case_0204,v1,True,True,6,test_case_0065 test_case_0359 test_case_0204 test_case_0433 test_case_0264 test_case_0257
test_name,10,204,test_case_0204,v2,True,True,6,test_case_0204 test_case_0065 test_case_0359 test_case_0433 test_case_0264 test_case_0257
test_name,10,204,test_case_0204,oracle,True,True,1,test_case_0204
test_name,10,84,test_case_0084,user_only,False,False,0,
test_name,10,84,test_case_0084,naive,True,True,21,test_case_0124 test_case_0432 test_case_0207 test_case_0256 test_case_0235 test_case_0367 test_case_0202 test_case_0324 test_case_0151 test_case_0098 test_case_0084 test_case_0322 test_case_0333 test_case_0430 test_case_0384 test_case_0106 test_case_0438 test_case_0441 test_case_0389 test_case_0199 test_case_0138
test_name,10,84,test_case_0084,v1,False,False,6,test_case_0138 test_case_0199 test_case_0389 test_case_0441 test_case_0438 test_case_0106
test_name,10,84,test_case_0084,v2,True,True,6,test_case_0084 test_case_0138 test_case_0199 test_case_0389 test_case_0441 test_case_0438
test_name,10,84,test_case_0084,oracle,True,True,1,test_case_0084
test_name,10,180,test_case_0180,user_only,False,False,0,
test_name,10,180,test_case_0180,naive,True,True,21,test_case_0355 test_case_0154 test_case_0180 test_case_0389 test_case_0426 test_case_0385 test_case_0422 test_case_0113 test_case_0291 test_case_0372 test_case_0442 test_case_0084 test_case_0367 test_case_0195 test_case_0441 test_case_0445 test_case_0384 test_case_0312 test_case_0352 test_case_0168 test_case_0438
test_name,10,180,test_case_0180,v1,True,True,6,test_case_0438 test_case_0168 test_case_0352 test_case_0312 test_case_0180 test_case_0384
test_name,10,180,test_case_0180,v2,True,True,6,test_case_0180 test_case_0438 test_case_0168 test_case_0352 test_case_0312 test_case_0384
test_name,10,180,test_case_0180,oracle,True,True,1,test_case_0180
test_name,10,384,test_case_0384,user_only,False,False,0,
test_name,10,384,test_case_0384,naive,False,True,21,test_case_0384 test_case_0216 test_case_0278 test_case_0128 test_case_0090 test_case_0073 test_case_0259 test_case_0125 test_case_0209 test_case_0390 test_case_0311 test_case_0066 test_case_0270 test_case_0275 test_case_0340 test_case_0383 test_case_0310 test_case_0074 test_case_0096 test_case_0362 test_case_0394
test_name,10,384,test_case_0384,v1,False,False,6,test_case_0394 test_case_0362 test_case_0096 test_case_0074 test_case_0310 test_case_0383
test_name,10,384,test_case_0384,v2,True,True,6,test_case_0384 test_case_0394 test_case_0362 test_case_0096 test_case_0074 test_case_0310
test_name,10,384,test_case_0384,oracle,True,True,1,test_case_0384
test_name,10,426,test_case_0426,user_only,False,False,0,
test_name,10,426,test_case_0426,naive,False,True,21,test_case_0189 test_case_0288 test_case_0426 test_case_0172 test_case_0285 test_case_0140 test_case_0302 test_case_0358 test_case_0389 test_case_0367 test_case_0142 test_case_0235 test_case_0306 test_case_0186 test_case_0270 test_case_0256 test_case_0346 test_case_0121 test_case_0104 test_case_0340 test_case_0102
test_name,10,426,test_case_0426,v1,False,False,6,test_case_0102 test_case_0340 test_case_0104 test_case_0121 test_case_0346 test_case_0256
test_name,10,426,test_case_0426,v2,True,True,6,test_case_0426 test_case_0102 test_case_0340 test_case_0104 test_case_0121 test_case_0346
test_name,10,426,test_case_0426,oracle,True,True,1,test_case_0426
test_name,10,267,test_case_0267,user_only,False,False,0,
test_name,10,267,test_case_0267,naive,False,True,21,test_case_0442 test_case_0088 test_case_0097 test_case_0283 test_case_0277 test_case_0258 test_case_0155 test_case_0350 test_case_0267 test_case_0215 test_case_0231 test_case_0293 test_case_0311 test_case_0292 test_case_0083 test_case_0367 test_case_0210 test_case_0301 test_case_0080 test_case_0113 test_case_0193
test_name,10,267,test_case_0267,v1,False,False,6,test_case_0193 test_case_0113 test_case_0080 test_case_0301 test_case_0210 test_case_0367
test_name,10,267,test_case_0267,v2,True,True,6,test_case_0267 test_case_0193 test_case_0113 test_case_0080 test_case_0301 test_case_0210
test_name,10,267,test_case_0267,oracle,True,True,1,test_case_0267
test_name,10,309,test_case_0309,user_only,False,False,0,
test_name,10,309,test_case_0309,naive,False,True,21,test_case_0423 test_case_0226 test_case_0391 test_case_0140 test_case_0216 test_case_0055 test_case_0424 test_case_0166 test_case_0309 test_case_0190 test_case_0396 test_case_0167 test_case_0228 test_case_0229 test_case_0342 test_case_0285 test_case_0115 test_case_0197 test_case_0098 test_case_0078 test_case_0291
test_name,10,309,test_case_0309,v1,False,False,6,test_case_0291 test_case_0078 test_case_0098 test_case_0197 test_case_0115 test_case_0285
test_name,10,309,test_case_0309,v2,True,True,6,test_case_0309 test_case_0291 test_case_0078 test_case_0098 test_case_0197 test_case_0115
test_name,10,309,test_case_0309,oracle,True,True,1,test_case_0309
test_name,10,166,test_case_0166,user_only,False,False,0,
test_name,10,166,test_case_0166,naive,True,True,21,test_case_0132 test_case_0241 test_case_0368 test_case_0435 test_case_0315 test_case_0186 test_case_0166 test_case_0214 test_case_0289 test_case_0363 test_case_0168 test_case_0212 test_case_0427 test_case_0434 test_case_0405 test_case_0317 test_case_0113 test_case_0124 test_case_0342 test_case_0142 test_case_0213
test_name,10,166,test_case_0166,v1,False,False,6,test_case_0213 test_case_0142 test_case_0342 test_case_0124 test_case_0113 test_case_0317
test_name,10,166,test_case_0166,v2,True,True,6,test_case_0166 test_case_0213 test_case_0142 test_case_0342 test_case_0124 test_case_0113
test_name,10,166,test_case_0166,oracle,True,True,1,test_case_0166
test_name,10,130,test_case_0130,user_only,False,False,0,
test_name,10,130,test_case_0130,naive,True,True,21,test_case_0355 test_case_0265 test_case_0130 test_case_0360 test_case_0369 test_case_0436 test_case_0411 test_case_0445 test_case_0207 test_case_0099 test_case_0257 test_case_0223 test_case_0264 test_case_0165 test_case_0318 test_case_0085 test_case_0053 test_case_0370 test_case_0172 test_case_0321 test_case_0416
test_name,10,130,test_case_0130,v1,False,False,6,test_case_0416 test_case_0321 test_case_0172 test_case_0370 test_case_0053 test_case_0085
test_name,10,130,test_case_0130,v2,True,True,6,test_case_0130 test_case_0416 test_case_0321 test_case_0172 test_case_0370 test_case_0053
test_name,10,130,test_case_0130,oracle,True,True,1,test_case_0130
test_name,10,222,test_case_0222,user_only,False,False,0,
test_name,10,222,test_case_0222,naive,False,True,21,test_case_0407 test_case_0060 test_case_0088 test_case_0388 test_case_0222 test_case_0073 test_case_0203 test_case_0070 test_case_0144 test_case_0122 test_case_0287 test_case_0095 test_case_0448 test_case_0216 test_case_0336 test_case_0299 test_case_0087 test_case_0244 test_case_0160 test_case_0342 test_case_0264
test_name,10,222,test_case_0222,v1,True,True,6,test_case_0222 test_case_0264 test_case_0342 test_case_0160 test_case_0244 test_case_0087
test_name,10,222,test_case_0222,v2,True,True,6,test_case_0222 test_case_0264 test_case_0342 test_case_0160 test_case_0244 test_case_0087
test_name,10,222,test_case_0222,oracle,True,True,1,test_case_0222
test_name,10,227,test_case_0227,user_only,False,False,0,
test_name,10,227,test_case_0227,naive,False,True,21,test_case_0433 test_case_0229 test_case_0364 test_case_0139 test_case_0217 test_case_0380 test_case_0180 test_case_0284 test_case_0227 test_case_0399 test_case_0324 test_case_0389 test_case_0087 test_case_0186 test_case_0112 test_case_0343 test_case_0309 test_case_0430 test_case_0432 test_case_0077 test_case_0067
test_name,10,227,test_case_0227,v1,True,True,6,test_case_0067 test_case_0227 test_case_0077 test_case_0432 test_case_0430 test_case_0309
test_name,10,227,test_case_0227,v2,True,True,6,test_case_0227 test_case_0067 test_case_0077 test_case_0432 test_case_0430 test_case_0309
test_name,10,227,test_case_0227,oracle,True,True,1,test_case_0227
test_name,10,162,test_case_0162,user_only,False,False,0,
test_name,10,162,test_case_0162,naive,True,True,21,test_case_0331 test_case_0153 test_case_0123 test_case_0141 test_case_0092 test_case_0335 test_case_0067 test_case_0220 test_case_0162 test_case_0449 test_case_0405 test_case_0389 test_case_0240 test_case_0426 test_case_0288 test_case_0127 test_case_0143 test_case_0211 test_case_0215 test_case_0200 test_case_0194
test_name,10,162,test_case_0162,v1,False,False,6,test_case_0194 test_case_0200 test_case_0215 test_case_0211 test_case_0143 test_case_0127
test_name,10,162,test_case_0162,v2,True,True,6,test_case_0162 test_case_0194 test_case_0200 test_case_0215 test_case_0211 test_case_0143
test_name,10,162,test_case_0162,oracle,True,True,1,test_case_0162
test_name,10,253,test_case_0253,user_only,False,False,0,
test_name,10,253,test_case_0253,naive,True,True,21,test_case_0148 test_case_0374 test_case_0357 test_case_0306 test_case_0253 test_case_0193 test_case_0310 test_case_0245 test_case_0348 test_case_0176 test_case_0188 test_case_0278 test_case_0377 test_case_0320 test_case_0240 test_case_0389 test_case_0436 test_case_0185 test_case_0427 test_case_0266 test_case_0373
test_name,10,253,test_case_0253,v1,True,True,6,test_case_0373 test_case_0253 test_case_0266 test_case_0427 test_case_0185 test_case_0436
test_name,10,253,test_case_0253,v2,True,True,6,test_case_0253 test_case_0373 test_case_0266 test_case_0427 test_case_0185 test_case_0436
test_name,10,253,test_case_0253,oracle,True,True,1,test_case_0253
test_name,10,282,test_case_0282,user_only,False,False,0,
test_name,10,282,test_case_0282,naive,False,True,21,test_case_0405 test_case_0282 test_case_0272 test_case_0393 test_case_0435 test_case_0189 test_case_0290 test_case_0357 test_case_0353 test_case_0229 test_case_0307 test_case_0143 test_case_0149 test_case_0286 test_case_0071 test_case_0104 test_case_0168 test_case_0418 test_case_0438 test_case_0399 test_case_0371
test_name,10,282,test_case_0282,v1,False,False,6,test_case_0371 test_case_0399 test_case_0438 test_case_0418 test_case_0168 test_case_0104
test_name,10,282,test_case_0282,v2,True,True,6,test_case_0282 test_case_0371 test_case_0399 test_case_0438 test_case_0418 test_case_0168
test_name,10,282,test_case_0282,oracle,True,True,1,test_case_0282
test_name,10,245,test_case_0245,user_only,False,False,0,
test_name,10,245,test_case_0245,naive,False,True,21,test_case_0373 test_case_0135 test_case_0224 test_case_0207 test_case_0297 test_case_0357 test_case_0245 test_case_0328 test_case_0092 test_case_0326 test_case_0313 test_case_0360 test_case_0162 test_case_0392 test_case_0051 test_case_0140 test_case_0053 test_case_0087 test_case_0054 test_case_0200 test_case_0151
test_name,10,245,test_case_0245,v1,True,True,6,test_case_0151 test_case_0200 test_case_0054 test_case_0087 test_case_0053 test_case_0245
test_name,10,245,test_case_0245,v2,True,True,6,test_case_0245 test_case_0151 test_case_0200 test_case_0054 test_case_0087 test_case_0053
test_name,10,245,test_case_0245,oracle,True,True,1,test_case_0245
test_name,10,133,test_case_0133,user_only,False,False,0,
test_name,10,133,test_case_0133,naive,True,True,21,test_case_0302 test_case_0133 test_case_0366 test_case_0418 test_case_0352 test_case_0256 test_case_0384 test_case_0068 test_case_0290 test_case_0387 test_case_0447 test_case_0212 test_case_0315 test_case_0319 test_case_0331 test_case_0412 test_case_0066 test_case_0380 test_case_0363 test_case_0211 test_case_0353
test_name,10,133,test_case_0133,v1,False,False,6,test_case_0353 test_case_0211 test_case_0363 test_case_0380 test_case_0066 test_case_0412
test_name,10,133,test_case_0133,v2,True,True,6,test_case_0133 test_case_0353 test_case_0211 test_case_0363 test_case_0380 test_case_0066
test_name,10,133,test_case_0133,oracle,True,True,1,test_case_0133
test_name,10,289,test_case_0289,user_only,False,False,0,
test_name,10,289,test_case_0289,naive,False,True,21,test_case_0390 test_case_0289 test_case_0365 test_case_0053 test_case_0168 test_case_0264 test_case_0055 test_case_0331 test_case_0412 test_case_0060 test_case_0441 test_case_0202 test_case_0169 test_case_0166 test_case_0141 test_case_0336 test_case_0440 test_case_0354 test_case_0161 test_case_0263 test_case_0315
test_name,10,289,test_case_0289,v1,True,True,6,test_case_0315 test_case_0263 test_case_0161 test_case_0289 test_case_0354 test_case_0440
test_name,10,289,test_case_0289,v2,True,True,6,test_case_0289 test_case_0315 test_case_0263 test_case_0161 test_case_0354 test_case_0440
test_name,10,289,test_case_0289,oracle,True,True,1,test_case_0289
test_name,10,241,test_case_0241,user_only,False,False,0,
test_name,10,241,test_case_0241,naive,False,True,21,test_case_0126 test_case_0190 test_case_0358 test_case_0079 test_case_0127 test_case_0266 test_case_0156 test_case_0445 test_case_0357 test_case_0214 test_case_0241 test_case_0162 test_case_0184 test_case_0418 test_case_0215 test_case_0434 test_case_0083 test_case_0189 test_case_0270 test_case_0059 test_case_0338
test_name,10,241,test_case_0241,v1,True,True,6,test_case_0338 test_case_0059 test_case_0241 test_case_0270 test_case_0189 test_case_0083
test_name,10,241,test_case_0241,v2,True,True,6,test_case_0241 test_case_0338 test_case_0059 test_case_0270 test_case_0189 test_case_0083
test_name,10,241,test_case_0241,oracle,True,True,1,test_case_0241
test_name,10,211,test_case_0211,user_only,False,False,0,
test_name,10,211,test_case_0211,naive,True,True,21,test_case_0130 test_case_0083 test_case_0301 test_case_0412 test_case_0311 test_case_0233 test_case_0211 test_case_0170 test_case_0298 test_case_0406 test_case_0445 test_case_0189 test_case_0235 test_case_0316 test_case_0290 test_case_0069 test_case_0247 test_case_0171 test_case_0062 test_case_0382 test_case_0368
test_name,10,211,test_case_0211,v1,True,True,6,test_case_0368 test_case_0382 test_case_0062 test_case_0171 test_case_0247 test_case_0211
test_name,10,211,test_case_0211,v2,True,True,6,test_case_0211 test_case_0368 test_case_0382 test_case_0062 test_case_0171 test_case_0247
test_name,10,211,test_case_0211,oracle,True,True,1,test_case_0211
test_name,10,364,test_case_0364,user_only,False,False,0,
test_name,10,364,test_case_0364,naive,False,True,21,test_case_0431 test_case_0447 test_case_0181 test_case_0152 test_case_0205 test_case_0245 test_case_0443 test_case_0231 test_case_0364 test_case_0374 test_case_0325 test_case_0448 test_case_0300 test_case_0271 test_case_0248 test_case_0259 test_case_0294 test_case_0234 test_case_0161 test_case_0442 test_case_0409
test_name,10,364,test_case_0364,v1,True,True,6,test_case_0409 test_case_0442 test_case_0364 test_case_0161 test_case_0234 test_case_0294
test_name,10,364,test_case_0364,v2,True,True,6,test_case_0364 test_case_0409 test_case_0442 test_case_0161 test_case_0234 test_case_0294
test_name,10,364,test_case_0364,oracle,True,True,1,test_case_0364
test_name,10,113,test_case_0113,user_only,False,False,0,
test_name,10,113,test_case_0113,naive,True,True,21,test_case_0152 test_case_0101 test_case_0232 test_case_0078 test_case_0393 test_case_0160 test_case_0270 test_case_0077 test_case_0275 test_case_0135 test_case_0113 test_case_0302 test_case_0344 test_case_0176 test_case_0246 test_case_0422 test_case_0323 test_case_0168 test_case_0095 test_case_0245 test_case_0325
test_name,10,113,test_case_0113,v1,True,True,6,test_case_0325 test_case_0245 test_case_0095 test_case_0168 test_case_0113 test_case_0323
test_name,10,113,test_case_0113,v2,True,True,6,test_case_0113 test_case_0325 test_case_0245 test_case_0095 test_case_0168 test_case_0323
test_name,10,113,test_case_0113,oracle,True,True,1,test_case_0113
test_name,10,148,test_case_0148,user_only,False,False,0,
test_name,10,148,test_case_0148,naive,True,True,21,test_case_0116 test_case_0225 test_case_0294 test_case_0156 test_case_0150 test_case_0148 test_case_0144 test_case_0204 test_case_0371 test_case_0178 test_case_0307 test_case_0285 test_case_0310 test_case_0441 test_case_0427 test_case_0303 test_case_0355 test_case_0270 test_case_0356 test_case_0350 test_case_0444
test_name,10,148,test_case_0148,v1,False,False,6,test_case_0444 test_case_0350 test_case_0356 test_case_0270 test_case_0355 test_case_0303
test_name,10,148,test_case_0148,v2,True,True,6,test_case_0148 test_case_0444 test_case_0350 test_case_0356 test_case_0270 test_case_0355
test_name,10,148,test_case_0148,oracle,True,True,1,test_case_0148
test_name,10,81,test_case_0081,user_only,False,False,0,
test_name,10,81,test_case_0081,naive,True,True,21,test_case_0141 test_case_0190 test_case_0245 test_case_0111 test_case_0081 test_case_0236 test_case_0105 test_case_0219 test_case_0080 test_case_0259 test_case_0229 test_case_0142 test_case_0274 test_case_0121 test_case_0060 test_case_0172 test_case_0447 test_case_0087 test_case_0262 test_case_0327 test_case_0125
test_name,10,81,test_case_0081,v1,True,True,6,test_case_0125 test_case_0327 test_case_0262 test_case_0087 test_case_0447 test_case_0081
test_name,10,81,test_case_0081,v2,True,True,6,test_case_0081 test_case_0125 test_case_0327 test_case_0262 test_case_0087 test_case_0447
test_name,10,81,test_case_0081,oracle,True,True,1,test_case_0081
test_name,10,216,test_case_0216,user_only,False,False,0,
test_name,10,216,test_case_0216,naive,False,True,21,test_case_0089 test_case_0288 test_case_0368 test_case_0314 test_case_0133 test_case_0311 test_case_0377 test_case_0344 test_case_0190 test_case_0217 test_case_0216 test_case_0232 test_case_0240 test_case_0391 test_case_0218 test_case_0063 test_case_0214 test_case_0100 test_case_0178 test_case_0085 test_case_0275
test_name,10,216,test_case_0216,v1,True,True,6,test_case_0275 test_case_0085 test_case_0178 test_case_0100 test_case_0214 test_case_0216
test_name,10,216,test_case_0216,v2,True,True,6,test_case_0216 test_case_0275 test_case_0085 test_case_0178 test_case_0100 test_case_0214
test_name,10,216,test_case_0216,oracle,True,True,1,test_case_0216
test_name,10,293,test_case_0293,user_only,False,False,0,
test_name,10,293,test_case_0293,naive,False,True,21,test_case_0248 test_case_0332 test_case_0429 test_case_0335 test_case_0321 test_case_0266 test_case_0147 test_case_0296 test_case_0387 test_case_0361 test_case_0293 test_case_0211 test_case_0245 test_case_0346 test_case_0217 test_case_0285 test_case_0364 test_case_0202 test_case_0427 test_case_0051 test_case_0351
test_name,10,293,test_case_0293,v1,False,False,6,test_case_0351 test_case_0051 test_case_0427 test_case_0202 test_case_0364 test_case_0285
test_name,10,293,test_case_0293,v2,True,True,6,test_case_0293 test_case_0351 test_case_0051 test_case_0427 test_case_0202 test_case_0364
test_name,10,293,test_case_0293,oracle,True,True,1,test_case_0293
test_name,10,182,test_case_0182,user_only,False,False,0,
test_name,10,182,test_case_0182,naive,False,True,21,test_case_0295 test_case_0304 test_case_0064 test_case_0052 test_case_0173 test_case_0300 test_case_0251 test_case_0079 test_case_0182 test_case_0204 test_case_0066 test_case_0125 test_case_0226 test_case_0206 test_case_0414 test_case_0068 test_case_0167 test_case_0143 test_case_0335 test_case_0225 test_case_0351
test_name,10,182,test_case_0182,v1,True,True,6,test_case_0351 test_case_0225 test_case_0182 test_case_0335 test_case_0143 test_case_0167
test_name,10,182,test_case_0182,v2,True,True,6,test_case_0182 test_case_0351 test_case_0225 test_case_0335 test_case_0143 test_case_0167
test_name,10,182,test_case_0182,oracle,True,True,1,test_case_0182
test_name,10,318,test_case_0318,user_only,False,False,0,
test_name,10,318,test_case_0318,naive,False,True,21,test_case_0085 test_case_0249 test_case_0197 test_case_0318 test_case_0098 test_case_0226 test_case_0253 test_case_0130 test_case_0123 test_case_0157 test_case_0088 test_case_0058 test_case_0209 test_case_0359 test_case_0320 test_case_0279 test_case_0174 test_case_0225 test_case_0388 test_case_0416 test_case_0186
test_name,10,318,test_case_0318,v1,True,True,6,test_case_0186 test_case_0318 test_case_0416 test_case_0388 test_case_0225 test_case_0174
test_name,10,318,test_case_0318,v2,True,True,6,test_case_0318 test_case_0186 test_case_0416 test_case_0388 test_case_0225 test_case_0174
test_name,10,318,test_case_0318,oracle,True,True,1,test_case_0318
test_name,10,100,test_case_0100,user_only,False,False,0,
test_name,10,100,test_case_0100,naive,True,True,21,test_case_0230 test_case_0224 test_case_0244 test_case_0393 test_case_0381 test_case_0061 test_case_0100 test_case_0280 test_case_0388 test_case_0092 test_case_0237 test_case_0247 test_case_0193 test_case_0226 test_case_0398 test_case_0225 test_case_0286 test_case_0150 test_case_0346 test_case_0233 test_case_0200
test_name,10,100,test_case_0100,v1,True,True,6,test_case_0200 test_case_0100 test_case_0233 test_case_0346 test_case_0150 test_case_0286
test_name,10,100,test_case_0100,v2,True,True,6,test_case_0100 test_case_0200 test_case_0233 test_case_0346 test_case_0150 test_case_0286
test_name,10,100,test_case_0100,oracle,True,True,1,test_case_0100
test_name,10,190,test_case_0190,user_only,False,False,0,
test_name,10,190,test_case_0190,naive,True,True,21,test_case_0344 test_case_0292 test_case_0361 test_case_0094 test_case_0203 test_case_0190 test_case_0352 test_case_0230 test_case_0399 test_case_0136 test_case_0215 test_case_0392 test_case_0309 test_case_0162 test_case_0279 test_case_0238 test_case_0346 test_case_0411 test_case_0117 test_case_0091 test_case_0278
test_name,10,190,test_case_0190,v1,True,True,6,test_case_0278 test_case_0091 test_case_0117 test_case_0411 test_case_0346 test_case_0190
test_name,10,190,test_case_0190,v2,True,True,6,test_case_0190 test_case_0278 test_case_0091 test_case_0117 test_case_0411 test_case_0346
test_name,10,190,test_case_0190,oracle,True,True,1,test_case_0190
test_name,10,262,test_case_0262,user_only,False,False,0,
test_name,10,262,test_case_0262,naive,False,True,21,test_case_0269 test_case_0262 test_case_0072 test_case_0138 test_case_0413 test_case_0330 test_case_0132 test_case_0183 test_case_0244 test_case_0102 test_case_0056 test_case_0341 test_case_0393 test_case_0379 test_case_0385 test_case_0160 test_case_0298 test_case_0202 test_case_0177 test_case_0355 test_case_0327
test_name,10,262,test_case_0262,v1,False,False,6,test_case_0327 test_case_0355 test_case_0177 test_case_0202 test_case_0298 test_case_0160
test_name,10,262,test_case_0262,v2,True,True,6,test_case_0262 test_case_0327 test_case_0355 test_case_0177 test_case_0202 test_case_0298
test_name,10,262,test_case_0262,oracle,True,True,1,test_case_0262
test_name,10,247,test_case_0247,user_only,False,False,0,
test_name,10,247,test_case_0247,naive,False,True,21,test_case_0281 test_case_0215 test_case_0247 test_case_0116 test_case_0093 test_case_0431 test_case_0103 test_case_0105 test_case_0417 test_case_0099 test_case_0341 test_case_0407 test_case_0118 test_case_0104 test_case_0305 test_case_0216 test_case_0415 test_case_0340 test_case_0203 test_case_0122 test_case_0401
test_name,10,247,test_case_0247,v1,True,True,6,test_case_0401 test_case_0122 test_case_0203 test_case_0340 test_case_0247 test_case_0415
test_name,10,247,test_case_0247,v2,True,True,6,test_case_0247 test_case_0401 test_case_0122 test_case_0203 test_case_0340 test_case_0415
test_name,10,247,test_case_0247,oracle,True,True,1,test_case_0247
test_name,10,340,test_case_0340,user_only,False,False,0,
test_name,10,340,test_case_0340,naive,False,True,21,test_case_0174 test_case_0334 test_case_0306 test_case_0389 test_case_0132 test_case_0302 test_case_0437 test_case_0340 test_case_0272 test_case_0097 test_case_0303 test_case_0165 test_case_0100 test_case_0432 test_case_0217 test_case_0166 test_case_0314 test_case_0258 test_case_0439 test_case_0372 test_case_0336
test_name,10,340,test_case_0340,v1,False,False,6,test_case_0336 test_case_0372 test_case_0439 test_case_0258 test_case_0314 test_case_0166
test_name,10,340,test_case_0340,v2,True,True,6,test_case_0340 test_case_0336 test_case_0372 test_case_0439 test_case_0258 test_case_0314
test_name,10,340,test_case_0340,oracle,True,True,1,test_case_0340
test_name,10,95,test_case_0095,user_only,False,False,0,
